term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
(Intercept),1.1135616458269268,0.235229958382265,4.733927827412663,2.476907116299998e-6,0.00854362612123454,0.6846086262492829,0.5633405798402653,0.7784607605881074,Mammals,int,w.marginality
log(int.age + 1),-0.0625252631603653,0.01894478674939693,-3.300394139424961,9.951951872557707e-4,0.00854362612123454,0.6846086262492829,0.5633405798402653,0.7784607605881074,Mammals,int,w.marginality
(Intercept),1.109825793671424,0.236739306484924,4.687965890202098,3.0903019787587027e-6,0.00723694920555202,0.6873624360747128,0.5667968172681606,0.78047516725214,Mammals,high,w.marginality
log(high.age + 1),-0.07473796524349059,0.02441767839210257,-3.0608137286165236,0.00225867884791108,0.00723694920555202,0.6873624360747128,0.5667968172681606,0.78047516725214,Mammals,high,w.marginality
(Intercept),1.7425930093137842,0.5135990105483508,3.392905697877575,7.151570641661387e-4,0.00271040028741087,0.6837517468954878,0.5767927653078835,0.7691692692876337,Mammals,low,w.specialization
log(low.age + 1),-0.07359463694794958,0.0362574929922535,-2.029777319785272,0.04260963952009189,0.00271040028741087,0.6837517468954878,0.5767927653078835,0.7691692692876337,Mammals,low,w.specialization
(Intercept),1.732965211699229,0.5144127593016813,3.3688223714585552,7.799841467721613e-4,0.00233285175213491,0.6846480416887248,0.5779085974710193,0.7698479803076814,Mammals,int,w.specialization
log(int.age + 1),-0.07951664635838009,0.04142629363906885,-1.919472860670994,0.05517238031970439,0.00233285175213491,0.6846480416887248,0.5779085974710193,0.7698479803076814,Mammals,int,w.specialization
(Intercept),1.7349030309603115,0.5150059205933506,3.3687050218014742,7.803129909649265e-4,0.00229434636526106,0.6850863966286043,0.578420570173814,0.7702010734768913,Mammals,high,w.specialization
log(high.age + 1),-0.10179309765773686,0.0533543249799565,-1.907869656227068,0.05665756791376974,0.00229434636526106,0.6850863966286043,0.578420570173814,0.7702010734768913,Mammals,high,w.specialization
(Intercept),1.149924430828115,0.2208214317741062,5.207485621252803,2.267321939086742e-7,0.01376369378167567,0.6484889651489029,0.5253038315756848,0.7471919592262968,Mammals,low,w.marginality
log(low.age + 1),-0.06567462800022139,0.01591849951657493,-4.1256795549001675,3.963440254084461e-5,0.01376369378167567,0.6484889651489029,0.5253038315756848,0.7471919592262968,Mammals,low,w.marginality
(Intercept),1.1424322671584553,0.22193557485736823,5.147585139933804,3.102548751243717e-7,0.01244639545596037,0.6509969298352055,0.5282799011860094,0.7491055494116419,Mammals,int,w.marginality
log(int.age + 1),-0.07168222784865595,0.01822580785150829,-3.9330068896081234,8.89210454904088e-5,0.01244639545596037,0.6509969298352055,0.5282799011860094,0.7491055494116419,Mammals,int,w.marginality
(Intercept),1.1394297323083094,0.22320332562861347,5.104895857171048,3.871962088730641e-7,0.01107035595841156,0.6534929057362758,0.5313594749244543,0.750958440492162,Mammals,high,w.marginality
log(high.age + 1),-0.08699711758866896,0.02337565363125636,-3.721697752756836,2.074827643294697e-4,0.01107035595841156,0.6534929057362758,0.5313594749244543,0.750958440492162,Mammals,high,w.marginality
(Intercept),1.7895934870779289,0.4855263103965925,3.6858836457619266,2.3855978644227172e-4,0.00523802630371114,0.649336331028175,0.5352886237999167,0.742924978637213,Mammals,low,w.specialization
log(low.age + 1),-0.09276135161884742,0.03494854568347907,-2.6542263720775567,0.00805902165159144,0.00523802630371114,0.649336331028175,0.5352886237999167,0.742924978637213,Mammals,low,w.specialization
(Intercept),1.7818227580688486,0.48629023134017474,3.6641138218184968,2.5953410389378817e-4,0.00492214737143734,0.6502728212767059,0.5364116654426,0.7436436162975881,Mammals,int,w.specialization
log(int.age + 1),-0.10333753679513712,0.03998675576024112,-2.5842940951435165,0.00988054840141261,0.00492214737143734,0.6502728212767059,0.5364116654426,0.7436436162975881,Mammals,int,w.specialization
(Intercept),1.787874223091896,0.4864335890730136,3.6754744393762175,2.483816650298287e-4,0.00514102136380257,0.650327145300274,0.5364078014654077,0.7437201463338547,Mammals,high,w.specialization
log(high.age + 1),-0.13490457075569082,0.05123717035356742,-2.6329434241736576,0.00857862120622532,0.00514102136380257,0.650327145300274,0.5364078014654077,0.7437201463338547,Mammals,high,w.specialization
(Intercept),1.112308616587746,0.24395141063060183,4.559549845243713,5.676282782030029e-6,0.00415744177351292,0.6888668057736874,0.5694652323345786,0.7815350296936616,Mammals,low,w.marginality
log(low.age + 1),-0.04123998998932256,0.01713480700880827,-2.4067962929563693,0.0162504212932264,0.00415744177351292,0.6888668057736874,0.5694652323345786,0.7815350296936616,Mammals,low,w.marginality
(Intercept),1.1021738212626773,0.2449481426106763,4.499621060668692,7.500154574291429e-6,0.00318948377404638,0.6910149553475882,0.5720125571410327,0.7831591093875574,Mammals,int,w.marginality
log(int.age + 1),-0.04226875801201391,0.01955286038989625,-2.161768517196383,0.0308423366731867,0.00318948377404638,0.6910149553475882,0.5720125571410327,0.7831591093875574,Mammals,int,w.marginality
(Intercept),1.0965986133974854,0.24595635527275855,4.458508958556443,9.062803780324202e-6,0.00239848451050287,0.6928360748336194,0.574213064648053,0.784511580549638,Mammals,high,w.marginality
log(high.age + 1),-0.04890400900162195,0.02522004789505916,-1.9390926300026057,0.05273506006214168,0.00239848451050287,0.6928360748336194,0.574213064648053,0.784511580549638,Mammals,high,w.marginality
(Intercept),1.69328275285562,0.5272480464587808,3.2115486519645127,0.00135689760650126,-7.777890519497427e-6,0.6822429739213837,0.5743606250176678,0.7687118240149207,Mammals,low,w.specialization
log(low.age + 1),-0.03732150584231775,0.03748925093108129,-0.9955255150583852,0.3196907090490373,-7.777890519497427e-6,0.6822429739213837,0.5743606250176678,0.7687118240149207,Mammals,low,w.specialization
(Intercept),1.6765991055528096,0.5283789155542805,3.1730999405871865,0.00154827394490331,-3.6395895562264113e-4,0.6835901727545142,0.5760789059024424,0.7697011308643615,Mammals,int,w.specialization
log(int.age + 1),-0.03263896646866017,0.04277134273367206,-0.7631036199142961,0.44555851800396407,-3.6395895562264113e-4,0.6835901727545142,0.5760789059024424,0.7697011308643615,Mammals,int,w.specialization
(Intercept),1.6657488164443046,0.5295467370474837,3.145612464221339,0.00170002590899009,-5.871572003539454e-4,0.6846102230744644,0.5774012775327564,0.7704420170846273,Mammals,high,w.specialization
log(high.age + 1),-0.03151128660307932,0.05516093183023057,-0.5712609551278424,0.5679346772099765,-5.871572003539454e-4,0.6846102230744644,0.5774012775327564,0.7704420170846273,Mammals,high,w.specialization
(Intercept),1.1378088208768726,0.2502745252545293,4.546243049386351,6.040252059413831e-6,0.00671110657413285,0.7041408861572455,0.5872043620060121,0.7928676863974066,Mammals,low,w.marginality
log(low.age + 1),-0.04844163722851115,0.01637027245781771,-2.959122235340536,0.00314850238559882,0.00671110657413285,0.7041408861572455,0.5872043620060121,0.7928676863974066,Mammals,low,w.marginality
(Intercept),1.1317013300818306,0.2505491896217635,4.5168828196582105,6.924065647062605e-6,0.00615276269262449,0.7047619694128303,0.5878784154638212,0.7933755102841232,Mammals,int,w.marginality
log(int.age + 1),-0.05305097534127358,0.01863204872589397,-2.8472969409717006,0.00448785092194059,0.00615276269262449,0.7047619694128303,0.5878784154638212,0.7933755102841232,Mammals,int,w.marginality
(Intercept),1.1285484775407164,0.25104444648196667,4.4954130368376175,7.647397357146701e-6,0.00536482601573429,0.705466285407743,0.588746649289053,0.7939076883022997,Mammals,high,w.marginality
log(high.age + 1),-0.06438309785421302,0.0240074392159822,-2.68179780754592,0.00742791233540085,0.00536482601573429,0.705466285407743,0.588746649289053,0.7939076883022997,Mammals,high,w.marginality
(Intercept),1.904585990144806,0.534395520041127,3.5640006675172526,3.802590985508836e-4,0.00979064818161728,0.6949746931567404,0.592566039747923,0.7757644297841324,Mammals,low,w.specialization
log(low.age + 1),-0.12502687669991197,0.03557590135012888,-3.5143698952116376,4.579797212458381e-4,0.00979064818161728,0.6949746931567404,0.592566039747923,0.7757644297841324,Mammals,low,w.specialization
(Intercept),1.894370263222596,0.5343214822593878,3.5453754455318136,4.078529436746248e-4,0.00959067445244703,0.6950836423879458,0.5926833882870624,0.7758662163335359,Mammals,int,w.specialization
log(int.age + 1),-0.14095165586747752,0.04049279986352445,-3.480906638773712,5.185047189661951e-4,0.00959067445244703,0.6950836423879458,0.5926833882870624,0.7758662163335359,Mammals,int,w.specialization
(Intercept),1.8954877842168656,0.5347449037870112,3.544657968300784,4.08952476775859e-4,0.00941250346717966,0.6953582839363541,0.5931152956577123,0.7760376337892058,Mammals,high,w.specialization
log(high.age + 1),-0.1800389322870709,0.05217264603484201,-3.4508300032710064,5.791962322470035e-4,0.00941250346717966,0.6953582839363541,0.5931152956577123,0.7760376337892058,Mammals,high,w.specialization
(Intercept),1.1232793414925206,0.2570371106857325,4.37010569600552,1.354377511431082e-5,0.00817959524518411,0.7095567410985948,0.591261062562857,0.7986578043823809,Mammals,low,w.marginality
log(low.age + 1),-0.05596150056810706,0.01729678739883297,-3.2353696254532687,0.00124955037704843,0.00817959524518411,0.7095567410985948,0.591261062562857,0.7986578043823809,Mammals,low,w.marginality
(Intercept),1.111457204443559,0.25872171014284445,4.295956469327238,1.8867007549161485e-5,0.00692850630969835,0.7127413326863548,0.5953683034746373,0.8009404624018449,Mammals,int,w.marginality
log(int.age + 1),-0.05911137228746219,0.019693488783797,-3.0015693479408587,0.00274401934745993,0.00692850630969835,0.7127413326863548,0.5953683034746373,0.8009404624018449,Mammals,int,w.marginality
(Intercept),1.1063570276223706,0.2602705535694442,4.2507959984308314,2.3031306051857214e-5,0.00618206722331043,0.7154868242163008,0.598988036264146,0.8028747791039162,Mammals,high,w.marginality
log(high.age + 1),-0.07211468706720098,0.02527438344921379,-2.8532718597115467,0.00440491606399495,0.00618206722331043,0.7154868242163008,0.598988036264146,0.8028747791039162,Mammals,high,w.marginality
(Intercept),1.795708934862679,0.5870147222119335,3.0590526385714107,0.00227188951297541,0.00332368964013327,0.7305862377352816,0.6270097896239619,0.8090810737937922,Mammals,low,w.specialization
log(low.age + 1),-0.0832526179535141,0.03788784316621223,-2.1973438178649727,0.02819528864351417,0.00332368964013327,0.7305862377352816,0.6270097896239619,0.8090810737937922,Mammals,low,w.specialization
(Intercept),1.7864905708780476,0.5866459923047184,3.045261698387433,0.00237781753187293,0.00329130541184999,0.7306170786070983,0.6270653347030274,0.809101746868395,Mammals,int,w.specialization
log(int.age + 1),-0.09425436479591318,0.04306189295532906,-2.1888114601392332,0.0288116072465181,0.00329130541184999,0.7306170786070983,0.6270653347030274,0.809101746868395,Mammals,int,w.specialization
(Intercept),1.7800251623425292,0.5872503171678264,3.0311182647413157,0.00249113907097608,0.00301076024763559,0.7311033907784131,0.6277038255587333,0.8094580987072617,Mammals,high,w.specialization
log(high.age + 1),-0.11667724986612128,0.05520626872868993,-2.113478279786109,0.03477532381378179,0.00301076024763559,0.7311033907784131,0.6277038255587333,0.8094580987072617,Mammals,high,w.specialization
(Intercept),1.1127303113631712,0.24443239233820604,4.552302993555596,5.87180935474052e-6,0.00325204015906621,0.6925080199536967,0.5692155017801395,0.7860470758490665,Mammals,low,w.marginality
log(low.age + 1),-0.03580996430716565,0.01643848769448494,-2.1784220648946784,0.02957771655020424,0.00325204015906621,0.6925080199536967,0.5692155017801395,0.7860470758490665,Mammals,low,w.marginality
(Intercept),1.1109404324232728,0.244215837063627,4.54901060382023,5.96275829822801e-6,0.00330289090666964,0.6922890715950945,0.5689033171964782,0.7859027781083745,Mammals,int,w.marginality
log(int.age + 1),-0.04096466865734011,0.01868938949356572,-2.191867672908374,0.0285895253931705,0.00330289090666964,0.6922890715950945,0.5689033171964782,0.7859027781083745,Mammals,int,w.marginality
(Intercept),1.1115614451011242,0.24421467884670503,4.551575074645115,5.891802180357786e-6,0.00325829049029628,0.6921868547820798,0.5687791265550278,0.7858204712966601,Mammals,high,w.marginality
log(high.age + 1),-0.05171075552285811,0.02371966906791335,-2.180079130733301,0.02945436175570348,0.00325829049029628,0.6921868547820798,0.5687791265550278,0.7858204712966601,Mammals,high,w.marginality
(Intercept),1.7982172932780984,0.5528101740122532,3.2528657716748905,0.00117576767369653,0.00127718788511045,0.7109990254502871,0.6061508936697318,0.7918897045419032,Mammals,low,w.specialization
log(low.age + 1),-0.05636005557726596,0.03587494183040478,-1.571014549478645,0.11645506651313298,0.00127718788511045,0.7109990254502871,0.6061508936697318,0.7918897045419032,Mammals,low,w.specialization
(Intercept),1.7913025219179652,0.5530453434210317,3.238979485546906,0.00123398554936882,0.00111369759655352,0.7113656697408961,0.6066290777989864,0.792154204804183,Mammals,int,w.specialization
log(int.age + 1),-0.06156473030363906,0.0407726828946338,-1.5099504357546645,0.1313314872401281,0.00111369759655352,0.7113656697408961,0.6066290777989864,0.792154204804183,Mammals,int,w.specialization
(Intercept),1.7889498164205555,0.5535462555742342,3.231798243427275,0.0012651277473239,9.482872425278712e-4,0.7116899794150281,0.6070615407866544,0.7923835136635227,Mammals,high,w.specialization
log(high.age + 1),-0.07477085061731167,0.0517241987350991,-1.4455680792706709,0.14857154477654344,9.482872425278712e-4,0.7116899794150281,0.6070615407866544,0.7923835136635227,Mammals,high,w.specialization
(Intercept),1.1355260885844431,0.2163800089856572,5.2478327083335685,1.8322240480372898e-7,0.00630552412436341,0.66155757659166,0.5299336897843018,0.7640072683138412,Mammals,low,w.marginality
log(low.age + 1),-0.04587893201463752,0.01593953146535622,-2.8783112047147115,0.00407227494189821,0.00630552412436341,0.66155757659166,0.5299336897843018,0.7640072683138412,Mammals,low,w.marginality
(Intercept),1.1299409006011338,0.2167146159121108,5.2139579780783425,2.191350898517186e-7,0.00581015061436333,0.6625409426864373,0.530903584869397,0.7648371842608236,Mammals,int,w.marginality
log(int.age + 1),-0.0503420272839041,0.01813137486703266,-2.7765146136511905,0.00558393905074039,0.00581015061436333,0.6625409426864373,0.530903584869397,0.7648371842608236,Mammals,int,w.marginality
(Intercept),1.1308028204869165,0.21649477051784596,5.223233881271524,2.0867519756606614e-7,0.00583839174385899,0.6619447392474311,0.5298068978327948,0.7645794305582737,Mammals,high,w.marginality
log(high.age + 1),-0.06417690454242482,0.02306517769606851,-2.782415353052487,0.00548408453105309,0.00583839174385899,0.6619447392474311,0.5298068978327948,0.7645794305582737,Mammals,high,w.marginality
(Intercept),1.8915172429542355,0.49508156151670146,3.820617429498888,1.4025636064385338e-4,0.00545423204016285,0.6882169058278343,0.5740964081893145,0.7765536804243178,Mammals,low,w.specialization
log(low.age + 1),-0.09384062788861636,0.03474197717387437,-2.701073327489939,0.00701344002694437,0.00545423204016285,0.6882169058278343,0.5740964081893145,0.7765536804243178,Mammals,low,w.specialization
(Intercept),1.890537462921029,0.4929490875357728,3.8351576475609863,1.3231189715057212e-4,0.00600924775865661,0.6864638189980998,0.5718437488839131,0.775307020627848,Mammals,int,w.specialization
log(int.age + 1),-0.11116531815564552,0.03945029391134005,-2.817857793543355,0.00491753739310008,0.00600924775865661,0.6864638189980998,0.5718437488839131,0.775307020627848,Mammals,int,w.specialization
(Intercept),1.8950492392889051,0.4911960823574108,3.8580300359765567,1.2066859625781134e-4,0.00633080063982847,0.6846863805879598,0.5694765606408488,0.7740916324789606,Mammals,high,w.specialization
