term,Estimate,Std..Error,t.value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
log(high.age + 1),-0.109426932832277,0.059108593254992126,-1.8512863664376777,0.06441669705574471,0.0023670730264103825,0.6670585252241418,0.5539888157121858,0.7585204674575741,mammals,high,neo_specialization
(Intercept),1.1292509612903205,0.21592542364391432,5.2298193618579365,2.0575756365381892e-7,-6.906179316152403e-4,0.7245670969995608,0.5747802344573683,0.8221421021649987,mammals,low,neo_marginality
log(low.age + 1),-0.008398494457252461,0.015489540241241027,-0.5422042440544105,0.5877960112375342,-6.906179316152403e-4,0.7245670969995608,0.5747802344573683,0.8221421021649987,mammals,low,neo_marginality
(Intercept),1.1277908597683555,0.21568258078838065,5.22893807949609,2.0671492650947698e-7,-7.128883818976573e-4,0.7244668900615291,0.5746303477571508,0.8220764956967488,mammals,int,neo_marginality
log(int.age + 1),-0.009262265958307073,0.017784620876802396,-0.5208019908025384,0.6026175300142365,-7.128883818976573e-4,0.7244668900615291,0.5746303477571508,0.8220764956967488,mammals,int,neo_marginality
(Intercept),1.1258475135860773,0.21557439034752315,5.222547593761583,2.137872301410937e-7,-7.877706196337443e-4,0.7242341033582831,0.5742985356305368,0.821923673856977,mammals,high,neo_marginality
log(high.age + 1),-0.010131544962418167,0.022958446838965817,-0.4412992321946876,0.6590897259612443,-7.877706196337443e-4,0.7242341033582831,0.5742985356305368,0.821923673856977,mammals,high,neo_marginality
(Intercept),2.0900951296927683,0.5205337530239256,4.015292221783551,6.371467374766127e-5,-9.772002048385315e-4,0.6409489248826243,0.525467443032183,0.7364744318723415,mammals,low,neo_specialization
log(low.age + 1),-0.0015717028300448604,0.04358917868466138,-0.0360571792695403,0.9712438073478769,-9.772002048385315e-4,0.6409489248826243,0.525467443032183,0.7364744318723415,mammals,low,neo_specialization
(Intercept),2.08108910209741,0.5205484614907575,3.9978777309946203,6.850901380572871e-5,-9.688452387051959e-4,0.6414827001758785,0.5261386514763587,0.7368615246361165,mammals,int,neo_specialization
log(int.age + 1),0.00497885084134447,0.05021554522854468,0.09914959239582799,0.9210389407696566,-9.688452387051959e-4,0.6414827001758785,0.5261386514763587,0.7368615246361165,mammals,int,neo_specialization
(Intercept),2.0684115500554863,0.521418203522365,3.9668955477247096,7.789488856024818e-5,-8.957201530300354e-4,0.6423394688632572,0.5272330594514527,0.7374744606451273,mammals,high,neo_specialization
log(high.age + 1),0.018898452454996918,0.0650133003966175,0.29068594179507556,0.7713505005707082,-8.957201530300354e-4,0.6423394688632572,0.5272330594514527,0.7374744606451273,mammals,high,neo_specialization
(Intercept),1.1108194037194823,0.20927241048523443,5.3080069233390805,1.3592415104568545e-7,-9.213598937973847e-4,0.7137062831126468,0.5710719487351908,0.8089863769457686,mammals,low,neo_marginality
log(low.age + 1),-0.0037178944631826435,0.015395772615308513,-0.2414880081747779,0.8092253515394439,-9.213598937973847e-4,0.7137062831126468,0.5710719487351908,0.8089863769457686,mammals,low,neo_marginality
(Intercept),1.1099329214515758,0.20915030935919024,5.306867223157681,1.367534365748213e-7,-9.340847350867117e-4,0.7136776710486845,0.5710267227627653,0.8089719708102724,mammals,int,neo_marginality
log(int.age + 1),-0.003739923130118657,0.017567219965989634,-0.21289214442348858,0.8314535461243919,-9.340847350867117e-4,0.7136776710486845,0.5710267227627653,0.8089719708102724,mammals,int,neo_marginality
(Intercept),1.1091344288320717,0.20919132490570705,5.302009676223495,1.4034325124256952e-7,-9.485650180958644e-4,0.7136901022345772,0.5710182398044524,0.8089907961657375,mammals,high,neo_marginality
log(high.age + 1),-0.003934086610215402,0.022512647697744484,-0.17475006329928727,0.861310639997594,-9.485650180958644e-4,0.7136901022345772,0.5710182398044524,0.8089907961657375,mammals,high,neo_marginality
(Intercept),2.069896311424019,0.5308234569573577,3.8994062607717406,1.0272271980893422e-4,-9.752500771559181e-4,0.6565390918991331,0.5414221558903416,0.7503767602442177,mammals,low,neo_specialization
log(low.age + 1),0.0024917233503180605,0.04343321054715096,0.05736908045545132,0.9542624067881516,-9.752500771559181e-4,0.6565390918991331,0.5414221558903416,0.7503767602442177,mammals,low,neo_specialization
(Intercept),2.065669671112916,0.5307488041124447,3.8919911926457815,1.0586657767142071e-4,-9.625870725611566e-4,0.6567383666611702,0.5417384424111077,0.7504897840111526,mammals,int,neo_specialization
log(int.age + 1),0.0063245935482983025,0.04965944523397329,0.12735932748542844,0.8986810596994013,-9.625870725611566e-4,0.6567383666611702,0.5417384424111077,0.7504897840111526,mammals,int,neo_specialization
(Intercept),2.0629879658436123,0.5309907471109643,3.8851674479602516,1.0883987531684625e-4,-9.51177220660213e-4,0.6568285507614647,0.5419053487542902,0.7505258627490952,mammals,high,neo_specialization
log(high.age + 1),0.01064421189976798,0.06375909412799634,0.16694421470919477,0.867446967214816,-9.51177220660213e-4,0.6568285507614647,0.5419053487542902,0.7505258627490952,mammals,high,neo_specialization
(Intercept),1.136610396664686,0.22010113413077176,5.164036983059687,2.904108473700262e-7,4.591817413099945e-4,0.7219895290557559,0.5843077251042307,0.8142556491474275,mammals,low,neo_marginality
log(low.age + 1),-0.017955805983147555,0.014809907124024801,-1.2124185406956023,0.22563240171954235,4.591817413099945e-4,0.7219895290557559,0.5843077251042307,0.8142556491474275,mammals,low,neo_marginality
(Intercept),1.1367974612339518,0.21996604250850635,5.168058888862314,2.8438783772344323e-07,5.774206563910128e-4,0.7218857936872898,0.5841331975530125,0.8142013451554021,mammals,int,neo_marginality
log(int.age + 1),-0.02137553584154596,0.016946347385719727,-1.2613653759723231,0.2074650700139229,5.774206563910128e-4,0.7218857936872898,0.5841331975530125,0.8142013451554021,mammals,int,neo_marginality
(Intercept),1.1388039484636423,0.22026001967074849,5.170270801600589,2.8112706162986e-7,7.53091042179855e-4,0.7224865490861287,0.5849665829090981,0.8145969098076407,mammals,high,neo_marginality
log(high.age + 1),-0.029063192145505734,0.021839109197201088,-1.3307865207812821,0.18355608714178828,7.53091042179855e-4,0.7224865490861287,0.5849665829090981,0.8145969098076407,mammals,high,neo_marginality
(Intercept),2.239682289762107,0.5625048646715869,3.9816229697315135,7.329087574547977e-5,0.002292528784112366,0.6700349678484401,0.5558990495210799,0.7610464240938969,mammals,low,neo_specialization
log(low.age + 1),-0.07652059819901681,0.041803639287614956,-1.8304769513616808,0.06746973689070712,0.002292528784112366,0.6700349678484401,0.5558990495210799,0.7610464240938969,mammals,low,neo_specialization
(Intercept),2.2377940245024845,0.5623187099602659,3.979583081382104,7.391283108404423e-5,0.002352348574671104,0.6700403821408125,0.5558370201590506,0.7610951168244846,mammals,int,neo_specialization
log(int.age + 1),-0.08851272468592926,0.04791738748751325,-1.8471942926561826,0.06500787200540348,0.002352348574671104,0.6700403821408125,0.5558370201590506,0.7610951168244846,mammals,int,neo_specialization
(Intercept),2.2440515168058175,0.5624805399964568,3.9895629399373593,7.09168852979225e-5,0.0025761915166352275,0.6701137717447423,0.5558266680829694,0.7612136949595705,mammals,high,neo_specialization
log(high.age + 1),-0.11804151227085341,0.06185144313425255,-1.9084681987878065,0.05661066333579301,0.0025761915166352275,0.6701137717447423,0.5558266680829694,0.7612136949595705,mammals,high,neo_specialization
(Intercept),1.1081816018134891,0.2266594490338604,4.889192162678994,1.1752040935952834e-6,-9.565199533933117e-4,0.745927220990706,0.6053622647968981,0.8366248614329167,mammals,low,neo_marginality
log(low.age + 1),-0.002265971479340329,0.015135035681052707,-0.14971695654322506,0.8810174692808264,-9.565199533933117e-4,0.745927220990706,0.6053622647968981,0.8366248614329167,mammals,low,neo_marginality
(Intercept),1.109727801342371,0.22660093014357172,4.897278226701278,1.128942595851612e-6,-9.278673083779177e-4,0.7461719389417238,0.6057476110792503,0.8367686666431942,mammals,int,neo_marginality
log(int.age + 1),-0.003917846730830263,0.01723539370117823,-0.22731402593736133,0.82022503063758,-9.278673083779177e-4,0.7461719389417238,0.6057476110792503,0.8367686666431942,mammals,int,neo_marginality
(Intercept),1.1142305685665217,0.22692755299212616,4.910071755831178,1.0593134374126123e-6,-7.993831955541639e-4,0.7469205344335096,0.6069140485068089,0.8372153545473979,mammals,high,neo_marginality
log(high.age + 1),-0.009519897059281801,0.022260975058810466,-0.42764959909130346,0.6689963411579769,-7.993831955541639e-4,0.7469205344335096,0.6069140485068089,0.8372153545473979,mammals,high,neo_marginality
(Intercept),2.1678943776978077,0.5471740586038201,3.96198310868291,7.949056297928969e-5,0.00221430200936451,0.6686125185212685,0.5533019242475505,0.7612473689097822,mammals,low,neo_specialization
log(low.age + 1),-0.07669204389343931,0.04240912424354598,-1.8083854656609812,0.07084035484613338,0.00221430200936451,0.6686125185212685,0.5533019242475505,0.7612473689097822,mammals,low,neo_specialization
(Intercept),2.163781589197381,0.5467908107513283,3.9572383929133625,8.106109812766604e-5,0.00237617598706256,0.6687283952322929,0.5534674196400997,0.7613238222983263,mammals,int,neo_specialization
log(int.age + 1),-0.08979443568079712,0.048437732400870785,-1.8538117131012277,0.06405408706961735,0.00237617598706256,0.6687283952322929,0.5534674196400997,0.7613238222983263,mammals,int,neo_specialization
(Intercept),2.167261742972226,0.5467512442717205,3.9638899146156414,7.886754787111983e-5,0.002616626695406713,0.668790892723935,0.5535886474755631,0.761350125697639,mammals,high,neo_specialization
log(high.age + 1),-0.12043158793985322,0.06274664690356606,-1.919331054055237,0.05522066035726425,0.002616626695406713,0.668790892723935,0.5535886474755631,0.761350125697639,mammals,high,neo_specialization
(Intercept),1.133622296147961,0.2303035130632529,4.922297020439334,9.966566085761741e-7,-2.64124274180911e-4,0.7490483565164383,0.6141143359680376,0.8371770298868016,mammals,low,neo_marginality
log(low.age + 1),-0.0130725566409417,0.01530160957859786,-0.8543255906376083,0.3931248202919393,-2.64124274180911e-4,0.7490483565164383,0.6141143359680376,0.8371770298868016,mammals,low,neo_marginality
(Intercept),1.1351966119432166,0.23026323519432967,4.929995059720117,9.590524170377535e-7,-5.4385812939846125e-5,0.7492843464604079,0.6146449389575429,0.837267346978372,mammals,int,neo_marginality
log(int.age + 1),-0.016871959721077252,0.017361821249192652,-0.9717851300802801,0.3313873908804639,-5.4385812939846125e-5,0.7492843464604079,0.6146449389575429,0.837267346978372,mammals,int,neo_marginality
(Intercept),1.1391428573243991,0.2306069326300903,4.939759808312719,9.133170759678677e-7,3.0484200789820926e-4,0.7500463428598548,0.6159991838254062,0.8376671954025554,mammals,high,neo_marginality
log(high.age + 1),-0.02550959768802776,0.022271282197379092,-1.1454031906178153,0.2523103200285397,3.0484200789820926e-4,0.7500463428598548,0.6159991838254062,0.8376671954025554,mammals,high,neo_marginality
(Intercept),2.2472336376345705,0.5703245308912828,3.9402717504061666,8.692087143602478e-5,0.0031677949375440947,0.6846915560753707,0.5676125618851829,0.7756534328238031,mammals,low,neo_specialization
log(low.age + 1),-0.08866306199072992,0.04300308334489957,-2.0617838325596693,0.039480724602596995,0.0031677949375440947,0.6846915560753707,0.5676125618851829,0.7756534328238031,mammals,low,neo_specialization
(Intercept),2.2381660155457963,0.5700824538120918,3.926039120445428,9.214330719875541e-5,0.002996086375246974,0.684744919380936,0.5676463760494728,0.7757206831327139,mammals,int,neo_specialization
log(int.age + 1),-0.09872072341262639,0.048908775122977616,-2.0184664850918916,0.04380351843682195,0.002996086375246974,0.684744919380936,0.5676463760494728,0.7757206831327139,mammals,int,neo_specialization
(Intercept),2.2354897778891223,0.5705518489245252,3.918118541028235,9.517678116632844e-5,0.002798430593716577,0.6850828084428013,0.5680399667081382,0.775999977401068,mammals,high,neo_specialization
log(high.age + 1),-0.1237207279865041,0.06288405116256619,-1.9674420731365498,0.04940239214715447,0.002798430593716577,0.6850828084428013,0.5680399667081382,0.775999977401068,mammals,high,neo_specialization
(Intercept),1.1317853611778355,0.2111187611989294,5.360894288837722,1.023672322464364e-7,-2.3917771139014935e-4,0.7020987198696516,0.5567580214128983,0.8004858204776727,mammals,low,neo_marginality
log(low.age + 1),-0.012610815958471803,0.014509770068057216,-0.8691258303420053,0.38498237019360904,-2.3917771139014935e-4,0.7020987198696516,0.5567580214128983,0.8004858204776727,mammals,low,neo_marginality
(Intercept),1.1334984563034394,0.21118665232355588,5.367282656513838,9.890403340762077e-8,-3.3199988051844896e-5,0.7025063276393618,0.5573317095406773,0.8007443502770379,mammals,int,neo_marginality
log(int.age + 1),-0.01639701149389374,0.016682752219334632,-0.9828720871901623,0.3259030136912582,-3.3199988051844896e-5,0.7025063276393618,0.5573317095406773,0.8007443502770379,mammals,int,neo_marginality
(Intercept),1.1357968768709479,0.21152275528942444,5.369620281831374,9.76653895534696e-8,1.2672376772850964e-4,0.7032016465926337,0.5582433456914785,0.8012208894643211,mammals,high,neo_marginality
log(high.age + 1),-0.02282703556835523,0.021477149039817255,-1.0628522214952911,0.28810004585712345,1.2672376772850964e-4,0.7032016465926337,0.5582433456914785,0.8012208894643211,mammals,high,neo_marginality
(Intercept),2.1742810175986085,0.540952628758777,4.019355673689072,6.264266556144094e-5,2.9150901496232306e-4,0.649101504875878,0.5346937252859614,0.7429944468451688,mammals,low,neo_specialization
log(low.age + 1),-0.04673853274727396,0.04101922326243934,-1.1394299801398653,0.2547908430091137,2.9150901496232306e-4,0.649101504875878,0.5346937252859614,0.7429944468451688,mammals,low,neo_specialization
(Intercept),2.170481352616918,0.5406496877395263,4.014579869067844,6.390438716197266e-5,2.297935615247712e-4,0.6489923792586771,0.5345255682756238,0.742930648586665,mammals,int,neo_specialization
log(int.age + 1),-0.05250079106529776,0.04723990459108525,-1.111365306931744,0.26667251847120177,2.297935615247712e-4,0.6489923792586771,0.5345255682756238,0.742930648586665,mammals,int,neo_specialization
(Intercept),2.1669025161966955,0.540916278518067,4.005985033641984,6.623597415300608e-5,3.8254314968765516e-5,0.6490026789209334,0.5345127293533753,0.7429567120413144,mammals,high,neo_specialization
log(high.age + 1),-0.06210323402749372,0.06092255265841606,-1.0193800377291735,0.3082638244712721,3.8254314968765516e-5,0.6490026789209334,0.5345127293533753,0.7429567120413144,mammals,high,neo_specialization
(Intercept),1.1389817928069021,0.2099398792768438,5.425276020593249,7.224458853372084e-8,-2.492504695480228e-4,0.7148354485051762,0.5727176197430971,0.8105503709400067,mammals,low,neo_marginality
log(low.age + 1),-0.012360517302288434,0.014319739055280035,-0.8631803452962231,0.3882408341453143,-2.492504695480228e-4,0.7148354485051762,0.5727176197430971,0.8105503709400067,mammals,low,neo_marginality
(Intercept),1.1393893500480305,0.20979920680364753,5.430856328805821,7.008275915154627e-8,-1.610275386155025e-4,0.714766156258574,0.5726920044857641,0.8104807588066588,mammals,int,neo_marginality
log(int.age + 1),-0.01491764107459298,0.016322253619213946,-0.9139449381568542,0.3609613416659707,-1.610275386155025e-4,0.714766156258574,0.5726920044857641,0.8104807588066588,mammals,int,neo_marginality
(Intercept),1.1402600680451782,0.20987928547962528,5.432932866335076,6.92944326363687e-8,-1.1954511534140678e-4,0.7148696972983296,0.5728774825191836,0.8105324961739924,mammals,high,neo_marginality
log(high.age + 1),-0.01932569514220528,0.02062800062144315,-0.9368671010275177,0.3490482548405658,-1.1954511534140678e-4,0.7148696972983296,0.5728774825191836,0.8105324961739924,mammals,high,neo_marginality
(Intercept),2.203398327902275,0.5238504679935124,4.206158937572168,2.825393373262486e-5,-4.298871970101014e-4,0.649120416966115,0.5329881899963477,0.7441518837633619,mammals,low,neo_specialization
log(low.age + 1),-0.03021038353733431,0.040355395470752946,-0.7486082885553407,0.4542655798441486,-4.298871970101014e-4,0.649120416966115,0.5329881899963477,0.7441518837633619,mammals,low,neo_specialization
(Intercept),2.200127256172657,0.5236078252879025,4.201860915586834,2.878652739735088e-5,-4.71242568899979e-4,0.6491021502072571,0.5329752285362482,0.7441371110755244,mammals,int,neo_specialization
log(int.age + 1),-0.03318572904866296,0.0461025896139483,-0.7198235354359063,0.4717982304002548,-4.71242568899979e-4,0.6491021502072571,0.5329752285362482,0.7441371110755244,mammals,int,neo_specialization
(Intercept),2.19184993427491,0.5239508502661686,4.18331210486908,3.1196617521267456e-5,-6.499749212579501e-4,0.6492217212453677,0.5331369254160933,0.7442326462923313,mammals,high,neo_specialization
log(high.age + 1),-0.03381623678020154,0.05838134836035642,-0.5792301433579821,0.5625615383202947,-6.499749212579501e-4,0.6492217212453677,0.5331369254160933,0.7442326462923313,mammals,high,neo_specialization
(Intercept),1.140582845305075,0.23693733010018506,4.8138587736377305,1.7036490682631467e-6,2.4753628571077857e-4,0.7552398120771863,0.6240812910870368,0.8394174192486467,mammals,low,neo_marginality
log(low.age + 1),-0.016943004382653754,0.015134366057264708,-1.119505390483196,0.2631876260438857,2.4753628571077857e-4,0.7552398120771863,0.6240812910870368,0.8394174192486467,mammals,low,neo_marginality
(Intercept),1.1407138169203983,0.23679256637111049,4.817354845221904,1.6747310107589897e-6,3.6448796032527377e-4,0.7551728189615687,0.6239873853697462,0.8393789513794269,mammals,int,neo_marginality
log(int.age + 1),-0.020133799601646837,0.017182618344410743,-1.1717538734832036,0.24156897665159427,3.6448796032527377e-4,0.7551728189615687,0.6239873853697462,0.8393789513794269,mammals,int,neo_marginality
(Intercept),1.1427267737006856,0.23690503171423577,4.823564807517841,1.6245257672409252e-6,5.230991851233436e-4,0.7553508388958392,0.6242695767262395,0.8394841259179021,mammals,high,neo_marginality
log(high.age + 1),-0.027051362095190868,0.021831163339045962,-1.2391168383962552,0.21558672110279353,5.230991851233436e-4,0.7553508388958392,0.6242695767262395,0.8394841259179021,mammals,high,neo_marginality
(Intercept),2.1535508536092376,0.5695578566117101,3.781092348406314,1.6518941899201778e-4,-5.743622088347416e-4,0.6759554458824564,0.563809831461749,0.7663371810045821,mammals,low,neo_specialization
log(low.age + 1),-0.02732845088415106,0.04253669229710725,-0.6424677004330578,0.5207136479305194,-5.743622088347416e-4,0.6759554458824564,0.563809831461749,0.7663371810045821,mammals,low,neo_specialization
(Intercept),2.1502717873833888,0.5693992375819986,3.7763868397764235,1.682959474722523e-4,-6.140916135483159e-4,0.6759959003978249,0.5638569389719498,0.7663711791833318,mammals,int,neo_specialization
log(int.age + 1),-0.02954683092250624,0.04843288373845251,-0.6100572305804705,0.5419595154295607,-6.140916135483159e-4,0.6759959003978249,0.5638569389719498,0.7663711791833318,mammals,int,neo_specialization
(Intercept),2.1486595490948313,0.5696057720225242,3.77218710664657,1.711149713830018e-4,-6.59739590386507e-4,0.6760081773393856,0.5638621069692886,0.7663876025021935,mammals,high,neo_specialization
log(high.age + 1),-0.03521888605551024,0.06172757143127936,-0.5705535668889719,0.5684277185215976,-6.59739590386507e-4,0.6760081773393856,0.5638621069692886,0.7663876025021935,mammals,high,neo_specialization
(Intercept),1.1389114486538727,0.22546683071213747,5.051348107642346,5.193762571131799e-7,3.320280603073439e-4,0.740141913488306,0.6027688268725861,0.8304598848659257,mammals,low,neo_marginality
log(low.age + 1),-0.017427116784622984,0.015055985854909441,-1.1574875901560686,0.24734365046870077,3.320280603073439e-4,0.740141913488306,0.6027688268725861,0.8304598848659257,mammals,low,neo_marginality
(Intercept),1.139968256916667,0.22532875372279873,5.059133546351857,4.991121400621523e-7,6.05551436940306e-4,0.740194361299122,0.602975145249204,0.8304539759739008,mammals,int,neo_marginality
log(int.age + 1),-0.021771296751387982,0.017105914524892345,-1.2727350367445496,0.20340153756337176,6.05551436940306e-4,0.740194361299122,0.602975145249204,0.8304539759739008,mammals,int,neo_marginality
(Intercept),1.1439705803698228,0.22548090082677158,5.073469975395796,4.637768942217235e-7,0.0010989116534944707,0.7406340970461629,0.6038372514639782,0.8306497310522982,mammals,high,neo_marginality
log(high.age + 1),-0.03190229579500851,0.021882614645565342,-1.4578831785749935,0.14517995764073555,0.0010989116534944707,0.7406340970461629,0.6038372514639782,0.8306497310522982,mammals,high,neo_marginality
(Intercept),2.230579969003949,0.5766250991832942,3.8683365884753234,1.1651442929938582e-4,0.0025956012288244094,0.6913121324981107,0.5747513000083702,0.7812396252603392,mammals,low,neo_specialization
log(low.age + 1),-0.08108851040784708,0.042372851880542954,-1.9136901768247947,0.05593886494948164,0.0025956012288244094,0.6913121324981107,0.5747513000083702,0.7812396252603392,mammals,low,neo_specialization
(Intercept),2.22159615880431,0.5763304986634098,3.854726001758538,1.2309147118871877e-4,0.0024205473107748957,0.691315100398031,0.5746919326953691,0.7812809349508348,mammals,int,neo_specialization
log(int.age + 1),-0.09001909987335585,0.04823986111393944,-1.8660729486914678,0.062317432499132686,0.0024205473107748957,0.691315100398031,0.5746919326953691,0.7812809349508348,mammals,int,neo_specialization
(Intercept),2.220463548866266,0.5763779000507863,3.852443941154952,1.2422797567657184e-4,0.002344657001211758,0.6913286594642665,0.5746371104086493,0.781328820225039,mammals,high,neo_specialization
log(high.age + 1),-0.11409943669170917,0.06184073108517215,-1.8450531662467256,0.06531897868467396,0.002344657001211758,0.6913286594642665,0.5746371104086493,0.781328820225039,mammals,high,neo_specialization
(Intercept),1.131921825902441,0.2269332214890382,4.987907096524946,7.168774489585417e-7,-3.926504268441008e-4,0.73791098018654,0.598952444054865,0.8288619836270176,mammals,low,neo_marginality
log(low.age + 1),-0.01149920567176578,0.014864296975775557,-0.7736124816737793,0.439338890308151,-3.926504268441008e-4,0.73791098018654,0.598952444054865,0.8288619836270176,mammals,low,neo_marginality
(Intercept),1.1331760404793572,0.22686284811732915,4.994982871295436,6.916907984155785e-7,-2.594774189248725e-4,0.7379986152605792,0.599144955037665,0.8288926529486367,mammals,int,neo_marginality
log(int.age + 1),-0.0143989363401895,0.016799564173161776,-0.8571017790564227,0.39158957082447055,-2.594774189248725e-4,0.7379986152605792,0.599144955037665,0.8288926529486367,mammals,int,neo_marginality
(Intercept),1.1375707249827605,0.22713981965962926,5.008239976096744,6.467809541277347e-7,7.251250798349027e-5,0.7386068524437936,0.6002016047800863,0.8292020564909737,mammals,high,neo_marginality
log(high.age + 1),-0.02191054379737145,0.02114041352318672,-1.0364292909095678,0.30024707221744396,7.251250798349027e-5,0.7386068524437936,0.6002016047800863,0.8292020564909737,mammals,high,neo_marginality
(Intercept),2.1788972309190995,0.572492424842704,3.8059843875100454,1.49635136451165e-4,-1.7717457421783834e-4,0.6813670266934196,0.5675313706884141,0.7719164768680644,mammals,low,neo_specialization
log(low.age + 1),-0.037866176072628835,0.0418472736885404,-0.9048660219649681,0.3657496245856078,-1.7717457421783834e-4,0.6813670266934196,0.5675313706884141,0.7719164768680644,mammals,low,neo_specialization
(Intercept),2.173819062411426,0.5724740309568941,3.797236110043059,1.549371827134216e-4,-2.6202147666354406e-4,0.6815410047579686,0.5677734888031482,0.7720430659249853,mammals,int,neo_specialization
log(int.age + 1),-0.040553156188023284,0.04739827330502457,-0.8555829856300766,0.3924290210714274,-2.6202147666354406e-4,0.6815410047579686,0.5677734888031482,0.7720430659249853,mammals,int,neo_specialization
(Intercept),2.1768773616836317,0.5724866409962251,3.8024946012635175,1.5172933804041833e-4,-2.0090257413746512e-4,0.6814856517995226,0.5676854491705239,0.7720190999187279,mammals,high,neo_specialization
log(high.age + 1),-0.05329149664133056,0.05978690349669676,-0.8913573629762398,0.3729472830109266,-2.0090257413746512e-4,0.6814856517995226,0.5676854491705239,0.7720190999187279,mammals,high,neo_specialization
(Intercept),1.1224131636026238,0.23216502770122116,4.834548832423997,1.5392504097988535e-6,-7.084343142581533e-4,0.7396294990373478,0.6043936676786066,0.8281075184113789,mammals,low,neo_marginality
log(low.age + 1),-0.007776311700758741,0.014807731542407056,-0.525152126001784,0.5995913461226547,-7.084343142581533e-4,0.7396294990373478,0.6043936676786066,0.8281075184113789,mammals,low,neo_marginality
(Intercept),1.1246997042765523,0.23228458710701005,4.8419041413127415,1.484574012389217e-6,-5.773266236539848e-4,0.7400778785278298,0.6050866094338962,0.8283904594703835,mammals,int,neo_marginality
log(int.age + 1),-0.010856763747742533,0.016960885283655254,-0.6401059594574879,0.5222471878630259,-5.773266236539848e-4,0.7400778785278298,0.6050866094338962,0.8283904594703835,mammals,int,neo_marginality
(Intercept),1.1288012848795868,0.23259879786649773,4.852997071495928,1.4056355679414878e-6,-3.451618389477405e-4,0.7407059907538882,0.6060926949297206,0.828775481428538,mammals,high,neo_marginality
log(high.age + 1),-0.0175406385420385,0.021806507699124785,-0.8043763258223371,0.42136673716612205,-3.451618389477405e-4,0.7407059907538882,0.6060926949297206,0.828775481428538,mammals,high,neo_marginality
(Intercept),2.099571805068608,0.599809419264537,3.500398189216537,4.846109607086202e-4,-6.022804319271786e-4,0.6951365129681124,0.5826730934016017,0.7833399146950727,mammals,low,neo_specialization
log(low.age + 1),-0.025885389948432314,0.041759430450914584,-0.61986932457948285,0.5354819980383807,-6.022804319271786e-4,0.6951365129681124,0.5826730934016017,0.7833399146950727,mammals,low,neo_specialization
(Intercept),2.0929007100094124,0.5998599901259585,3.488982003233697,5.055295840783458e-4,-6.945096842661928e-4,0.6953477617982656,0.5830088477952664,0.783469751662949,mammals,int,neo_specialization
log(int.age + 1),-0.02580291332403553,0.04791400682248884,-0.5385254758515565,0.5903315915376905,-6.945096842661928e-4,0.6953477617982656,0.5830088477952664,0.783469751662949,mammals,int,neo_specialization
(Intercept),2.0862458726377398,0.6001915686545638,3.475966643974075,5.304057594637257e-4,-7.955592488184436e-4,0.695513042383229,0.583307485939494,0.783557780397784,mammals,high,neo_specialization
log(high.age + 1),-0.026673990856878067,0.061717932161227985,-0.4321919079724939,0.6656931111326343,-7.955592488184436e-4,0.695513042383229,0.583307485939494,0.783557780397784,mammals,high,neo_specialization
(Intercept),1.0989254638443513,0.2073392317574894,5.300132804242709,1.4175460094634218e-7,-8.146997346631987e-4,0.7009632913581778,0.5522594025616867,0.8025231648775495,mammals,low,neo_marginality
log(low.age + 1),0.0062803971052877074,0.01535734780056815,0.4089506330679938,0.6826615709350614,-8.146997346631987e-4,0.7009632913581778,0.5522594025616867,0.8025231648775495,mammals,low,neo_marginality
(Intercept),1.1005455193934122,0.20731332389248924,5.308609686679592,1.3548753141634506e-7,-8.509804176896493e-4,0.7012133446599272,0.5526809748494999,0.8026605331636496,mammals,int,neo_marginality
log(int.age + 1),0.006348245357297321,0.01759419967898219,0.3608146703530286,0.7183125601770726,-8.509804176896493e-4,0.7012133446599272,0.5526809748494999,0.8026605331636496,mammals,int,neo_marginality
(Intercept),1.1041011258107565,0.20755341879153794,5.31959980345923,1.2776087698895822e-7,-9.350021555884412e-4,0.7017283793709852,0.5534603992971272,0.8029804845980489,mammals,high,neo_marginality
log(high.age + 1),0.004727090350005032,0.022437240965246297,0.2106805536976209,0.8331785472380271,-9.350021555884412e-4,0.7017283793709852,0.5534603992971272,0.8029804845980489,mammals,high,neo_marginality
(Intercept),2.0787578333168284,0.5537268385199712,3.754121506685564,1.837562272823945e-4,-9.177836812345803e-4,0.6712792890525803,0.5553520468952338,0.765172006360426,mammals,low,neo_specialization
log(low.age + 1),0.010787038302457863,0.043332901019923445,0.24893413661592234,0.8034617455753814,-9.177836812345803e-4,0.6712792890525803,0.5553520468952338,0.765172006360426,mammals,low,neo_specialization
(Intercept),2.0895422554413416,0.5531685820582204,3.7774058817053704,1.6761855353397692e-4,-9.691212876315669e-4,0.6710785507868962,0.5549817758087011,0.7650891040227419,mammals,int,neo_specialization
log(int.age + 1),0.004856630188409837,0.04970051185939253,0.09771791087684781,0.9221754531596542,-9.691212876315669e-4,0.6710785507868962,0.5549817758087011,0.7650891040227419,mammals,int,neo_specialization
(Intercept),2.1017440295115533,0.5529937915938439,3.8006647840546037,1.5283841348634475e-4,-9.714159184077957e-4,0.6708445056805136,0.5545448211664451,0.7649925893123516,mammals,high,neo_specialization
log(high.age + 1),-0.005386132423265282,0.06345004934953091,-0.08488775782654458,0.932367249979809,-9.714159184077957e-4,0.6708445056805136,0.5545448211664451,0.7649925893123516,mammals,high,neo_specialization
